Name,Price,Designs,Material,Color,Warranty,Seater,Armrest,Shape,Brand,Length (Cm),Breadth (Cm),Height (Cm),Ratings,Sold Count
"Argos L - Shape Right Aligned Corner Sofa
(Warm Grey)",61499,0,Cotton,Grey,36,0,0,0,Wooden Street,248.9,213.4,83.8,0,0
"Cortez L-Shaped Wooden Sofa with Side Storage Drawer
(Honey Finish)",61499,0,Sheesham wood,Cream,36,0,No,L - Shape,Wooden Street,294.6,182.9,71.1,4.8,58
Black Rope L Shape Sofa Set With Table And Black Cushions,59999,0,Rope,Black,1,0,0,0,Devoko,0,0,0,0,0
"Arbor Fabric Sofa Set
(Velvet, Dark Olive Green)",59997,Contemporary,Velvet,Green,36,4,0,0,Wooden Street,208.3,76.2,78.7,5,15
"Arbor Fabric Sofa Set
(Velvet, Chestnut Brown)",59997,Contemporary,Velvet,Brown,36,4,0,0,Wooden Street,208.3,76.2,78.7,5,15
"Arbor Fabric Sofa Set
(Velvet, Graphite Grey)",59997,Contemporary,Velvet,Grey,36,4,0,0,Wooden Street,208.3,76.2,78.7,5,15
"Arbor Fabric Sofa Set
(Velvet, Indigo Blue)",59997,Contemporary,Velvet,Blue,36,4,0,0,Wooden Street,208.3,76.2,78.7,5,15
"Arbor Fabric Sofa Set
(Velvet, Mulberry Pink)",59997,Contemporary,Velvet,Purple,36,4,0,0,Wooden Street,208.3,76.2,78.7,5,15
"Albert L - Shape Right Aligned Corner Sofa With Adjustable Headrest
(Velvet, Chestnut Brown)",58989,Modern,Velvet,Brown,36,0,Yes,L - Shape,Wooden Street,269.2,96.5,83.8,4.5,76
"Albert L - Shape Right Aligned Corner Sofa With Adjustable Headrest
(Velvet, Indigo Blue)",58989,Modern,Velvet,Blue,36,0,Yes,L - Shape,Wooden Street,269.2,96.5,83.8,4.5,76
"Mckellen L Shape Right Aligned Corner Sofa Cum Bed
(Graphite Grey)",58989,Modern,Velvet,Grey,36,0,No,0,Wooden Street,221.0,96.5,77.5,5,15
"Albert L - Shape Right Aligned Corner Sofa With Adjustable Headrest
(Velvet, Graphite Grey)",58989,Modern,Velvet,Grey,36,0,Yes,L - Shape,Wooden Street,269.2,96.5,83.8,4.5,76
Beige Rope L Shape Sofa Set With Table And Light Grey Cushions,56999,0,Rope,Beige,1,0,0,0,Devoko,0,0,0,0,0
"Berlin Left Aligned Convertible Sofa Cum Bed with Storage
(Velvet, Dark Olive Green)",55989,Chesterfield,Velvet,Green,36,0,Yes,L - Shape,Wooden Street,228.6,147.3,76.2,4.6,74
"Berlin Right Aligned Convertible Sofa Cum Bed with Storage
(Velvet, Chestnut Brown)",55989,Chesterfield,Velvet,Brown,36,0,Yes,L - Shape,Wooden Street,228.6,147.3,76.2,4.9,103
"Berlin Left Aligned Convertible Sofa Cum Bed with Storage
(Velvet, Indigo Blue)",55989,Chesterfield,Velvet,Blue,36,0,Yes,L - Shape,Wooden Street,228.6,147.3,76.2,4.6,74
"Berlin Left Aligned Convertible Sofa Cum Bed with Storage
(Velvet, Mulberry Pink)",55989,Chesterfield,Velvet,Purple,36,0,Yes,L - Shape,Wooden Street,228.6,147.3,76.2,4.6,74
"Berlin Left Aligned Convertible Sofa Cum Bed with Storage
(Velvet, Chestnut Brown)",55989,Chesterfield,Velvet,Brown,36,0,Yes,L - Shape,Wooden Street,228.6,147.3,76.2,4.6,74
"Berlin Left Aligned Convertible Sofa Cum Bed with Storage
(Velvet, Graphite Grey)",55989,Chesterfield,Velvet,Grey,36,0,Yes,L - Shape,Wooden Street,228.6,147.3,76.2,4.6,74
"Berlin Right Aligned Convertible Sofa Cum Bed with Storage
(Velvet, Dark Olive Green)",55989,Chesterfield,Velvet,Green,36,0,Yes,L - Shape,Wooden Street,228.6,147.3,76.2,4.9,103
"Berlin Right Aligned Convertible Sofa Cum Bed with Storage
(Velvet, Graphite Grey)",55989,Chesterfield,Velvet,Grey,36,0,Yes,L - Shape,Wooden Street,228.6,147.3,76.2,4.9,103
"Berlin Right Aligned Convertible Sofa Cum Bed with Storage
(Velvet, Indigo Blue)",55989,Chesterfield,Velvet,Blue,36,0,Yes,L - Shape,Wooden Street,228.6,147.3,76.2,4.9,103
"Flumph Left Aligned L Shape Sofa Cum Bed with Storage
(Beige Upholstery)",54516,Modern,Velvet,Beige,12,0,0,0,Vittoria,88.9,132.1,86.4,0,0
"Flumph Right Aligned L Shaped Sofa Cum Bed with Storage
(Blue Upholstery)",54516,Modern,Velvet,Blue,12,0,0,0,Vittoria,88.9,132.1,86.4,0,0
"Rhine L-Shaped Sheesham Wood Multifunctional Corner Sofa with Storage
(Walnut Finish)",53989,0,Sheesham wood,Grey,36,0,Yes,L - Shape,Wooden Street,0,0,0,4.7,104
"Cairo Fabric 3 Seater Convertible Sofa Cum Bed
(Velvet, Chestnut Brown)",52898,Chesterfield,Velvet,Brown,36,3,Yes,0,Wooden Street,182.9,88.9,94.0,5,15
"Cairo Fabric 3 Seater Convertible Sofa Cum Bed
(Velvet, Indigo Blue)",52898,Chesterfield,Velvet,Blue,36,3,Yes,0,Wooden Street,182.9,88.9,94.0,5,15
"Cairo Fabric 3 Seater Convertible Sofa Cum Bed
(Velvet, Dark Olive Green)",52898,Chesterfield,Velvet,Green,36,3,Yes,0,Wooden Street,182.9,88.9,94.0,5,15
"Cairo Fabric 3 Seater Convertible Sofa Cum Bed
(Velvet, Graphite Grey)",52898,Chesterfield,Velvet,Grey,36,3,Yes,0,Wooden Street,182.9,88.9,94.0,5,15
"Nirvana 3 Seater Sofa
(Cotton, Persian Plum)",52494,Modern,Cotton,Red,36,3,Yes,0,Wooden Street,182.9,66.0,78.7,0,0
"Everett Left Aligned Convertible Sofa Cum Bed with Storage
(Velvet, Graphite Grey)",49989,Contemporary,Velvet,Grey,36,0,Yes,L - Shape,Wooden Street,208.3,147.3,76.2,5,25
"Everett Right Aligned Convertible Sofa Cum Bed with Storage
(Velvet, Indigo Blue)",49989,Contemporary,Velvet,Blue,36,0,Yes,L - Shape,Wooden Street,208.3,147.3,76.2,4.7,70
"Everett Left Aligned Convertible Sofa Cum Bed with Storage
(Velvet, Chestnut Brown)",49989,Contemporary,Velvet,Brown,36,0,Yes,L - Shape,Wooden Street,208.3,147.3,76.2,5,25
"Everett Left Aligned Convertible Sofa Cum Bed with Storage
(Velvet, Dark Olive Green)",49989,Contemporary,Velvet,Green,36,0,Yes,L - Shape,Wooden Street,208.3,147.3,76.2,5,25
"Winster L-Shape Multifunctional Corner Sofa
(Honey Irish Cream)",49989,0,Sheesham wood,Cream,36,0,0,0,Wooden Street,203.2,134.6,76.2,4.6,92
"Winster L-Shape Multifunctional Corner Sofa
(Walnut Irish Cream)",49989,0,Sheesham wood,Cream,36,0,0,0,Wooden Street,203.2,134.6,76.2,4.6,92
"Alfonso Left Aligned Convertible Sofa Cum Bed
(Velvet, Dark Olive Green)",48989,Chesterfield,Velvet,Green,36,0,Yes,L - Shape,Wooden Street,203.2,81.3,88.9,5,124
"Ryker L-Shape Left Aligned Wooden Sofa
(Walnut Finish, Dusky Rose)",48989,0,Sheesham wood,Red,36,0,0,0,Wooden Street,0,0,0,0,0
"Ryker L-Shape Right Aligned Wooden Sofa
(Walunt Finish, Indigo Ink)",48989,0,Sheesham wood,Blue,36,0,0,0,Wooden Street,236.2,133.4,76.2,4.5,18
"Alfonso Right Aligned Convertible Sofa Cum Bed
(Velvet, Indigo Blue)",48988,Chesterfield,Velvet,Blue,36,0,Yes,L - Shape,Wooden Street,203.2,81.3,88.9,4.6,417
"Alfonso Right Aligned Convertible Sofa Cum Bed
(Velvet, Graphite Grey)",48988,Chesterfield,Velvet,Grey,36,0,Yes,L - Shape,Wooden Street,203.2,81.3,88.9,4.6,417
"Alfonso Right Aligned Convertible Sofa Cum Bed
(Velvet, Chestnut Brown)",48988,Chesterfield,Velvet,Brown,36,0,Yes,L - Shape,Wooden Street,203.2,81.3,88.9,4.6,417
"Alfonso Right Aligned Convertible Sofa Cum Bed
(Cotton, Indigo Ink)",47989,Chesterfield,Cotton,Blue,36,0,Yes,L - Shape,Wooden Street,203.2,81.3,88.9,4.6,417
"Henry 3 Seater Sofa
(Leatherette, Leaf)",47989,Chesterfield,Leatherette,Green,36,3,Yes,0,Wooden Street,0,0,0,4.8,826
"Henry 3 Seater Sofa
(Leatherette, Ginger Bread)",47989,Chesterfield,Leather,Brown,36,3,Yes,0,Wooden Street,0,0,0,4.8,826
"Henry 3 Seater Sofa
(Leatherette, D Grey)",47989,Chesterfield,Leather,Grey,36,3,Yes,0,Wooden Street,0,0,0,4.8,826
"Claridge Fabric Sofa Cum Bed
(Graphite Grey)",47989,Modern,Cotton,Grey,36,3,Yes,0,Wooden Street,0,0,0,5,45
"Margret 3 Seater Sofa
(Cotton, Beige Pomme)",47989,Traditional,Cotton,Beige,36,3,Yes,0,Wooden Street,182.9,76.2,95.3,4.9,103
"Margret 3 Seater Sofa
(Cotton, Teal Pomme)",47989,Traditional,Cotton,Blue,36,3,Yes,0,Wooden Street,182.9,76.2,95.3,4.9,103
"Berlin 3 Seater Sofa
(Leatherette, Ginger Bread)",47989,Chesterfield,Leather,Brown,36,3,Yes,0,Wooden Street,182.9,72.4,76.2,4.8,724
"Berlin 3 Seater Sofa
(Leatherette, D Grey)",47989,Chesterfield,Leather,Grey,36,3,Yes,0,Wooden Street,182.9,72.4,76.2,4.8,724
"Alfonso Left Aligned Convertible Sofa Cum Bed
(Cotton, Irish Cream)",47989,Chesterfield,Cotton,Cream,36,0,Yes,L - Shape,Wooden Street,203.2,81.3,88.9,5,124
"Alfonso Left Aligned Convertible Sofa Cum Bed
(Cotton, Indigo Ink)",47989,Chesterfield,Cotton,Blue,36,0,Yes,L - Shape,Wooden Street,203.2,81.3,88.9,5,124
"Glen Left Aligned 3 Seater Sofa With Lounger
(Grey Upholstery)",47908,Modern,Velvet,Grey,12,0,0,0,Vittoria,78.7,127.0,71.1,0,0
"Osbert 3 Seater Curved Sofa
(Cotton, Persian Plum)",46989,Modern,Cotton,Red,36,3,Yes,Curved,Wooden Street,238.8,83.8,76.2,4.8,275
"Osbert 3 Seater Curved Sofa
(Cotton, Jade Ivory)",46989,Modern,Cotton,White,36,3,Yes,Curved,Wooden Street,238.8,83.8,76.2,4.8,275
"Osbert 3 Seater Curved Sofa
(Cotton, Iris Blue)",46989,Modern,Cotton,Blue,36,3,Yes,Curved,Wooden Street,238.8,83.8,76.2,4.8,275
"Osbert 3 Seater Curved Sofa
(Cotton, Fossil Grey)",46989,Modern,Cotton,Grey,36,3,Yes,Curved,Wooden Street,238.8,83.8,76.2,4.8,275
"Viana 3 Seater Fabric Sofa
(Cotton, Cream Tropical)",46989,Modern,Cotton,Cream,36,3,0,0,Wooden Street,203.2,86.4,86.4,5,10
"Osbert 3 Seater Curved Sofa
(Polyester, Boucle Grey)",46989,Modern,Polyester spandex,Grey,36,3,Yes,Curved,Wooden Street,238.8,83.8,76.2,4.8,275
"Viana 3 Seater Fabric Sofa
(Cotton, Cream Checkered)",46989,Modern,Cotton,Cream,36,3,0,0,Wooden Street,203.2,86.4,86.4,5,10
"Viana 3 Seater Fabric Sofa
(Cotton, Palm Leaf stripes)",46989,Modern,Cotton,Cream,36,3,0,0,Wooden Street,203.2,86.4,86.4,5,10
"Viana 3 Seater Fabric Sofa
(Cotton, Cream stripe)",46989,Modern,Cotton,Cream,36,3,0,0,Wooden Street,203.2,86.4,86.4,5,10
"Viana 3 Seater Fabric Sofa
(Cotton, Blue stripe)",46989,Modern,Cotton,Blue,36,3,0,0,Wooden Street,203.2,86.4,86.4,5,10
"Viana 3 Seater Fabric Sofa
(Cotton, Blue Checkered)",46989,Modern,Cotton,Blue,36,3,0,0,Wooden Street,203.2,86.4,86.4,5,10
"Christoph Fabric Sofa Set
(Velvet, Indigo Blue)",46949,Modern,Velvet,Blue,36,2,Yes,0,Wooden Street,120.7,78.7,68.6,4.9,68
"Christoph Fabric Sofa Set
(Velvet, Graphite Grey)",46949,Modern,Velvet,Grey,36,2,Yes,0,Wooden Street,120.7,78.7,68.6,4.9,68
"Swanson Chesterfield Sofa
(Velvet, Indigo Blue)",45989,Chesterfield,Velvet,Blue,36,3,Yes,0,Wooden Street,203.2,81.3,68.6,4.7,90
"Swanson Chesterfield Sofa
(Velvet, Chestnut Brown)",45989,Chesterfield,Velvet,Brown,36,3,Yes,0,Wooden Street,203.2,81.3,68.6,4.7,90
"Swanson Chesterfield Sofa
(Velvet, Graphite Grey)",45989,Chesterfield,Velvet,Grey,36,3,Yes,0,Wooden Street,203.2,81.3,68.6,4.7,90
"Osbert 3 Seater Curved Sofa
(Velvet, Chestnut Brown)",44989,Modern,Velvet,Brown,36,3,Yes,0,Wooden Street,61.0,55.9,96.5,4.8,275
"Osbert 3 Seater Curved Sofa
(Velvet, Salmon Pink)",44989,Modern,Velvet,Pink,36,3,Yes,Curved,Wooden Street,238.8,83.8,76.2,4.8,275
"Pristine 3 Seater Fabric Sofa
(Velvet, Mulberry Pink)",44989,Rolled arm,Velvet,Purple,36,3,Yes,Rectangle,Wooden Street,198.1,88.9,71.1,4.8,57
"Pristine 3 Seater Fabric Sofa
(Velvet, Indigo Blue)",44989,Rolled arm,Velvet,Blue,36,3,Yes,Rectangle,Wooden Street,198.1,88.9,71.1,4.8,57
"Pristine 3 Seater Fabric Sofa
(Velvet, Graphite Grey)",44989,Rolled arm,Velvet,Grey,36,3,Yes,Rectangle,Wooden Street,198.1,88.9,71.1,4.8,57
"Pristine 3 Seater Fabric Sofa
(Velvet, Dark Olive Green)",44989,Rolled arm,Velvet,Green,36,3,Yes,Rectangle,Wooden Street,198.1,88.9,71.1,4.8,57
"Pristine 3 Seater Fabric Sofa
(Velvet, Chestnut Brown)",44989,Rolled arm,Velvet,Brown,36,3,Yes,Rectangle,Wooden Street,198.1,88.9,71.1,4.8,57
"Pristine 3 Seater Fabric Sofa
(Velvet, Salmon Pink)",44989,Rolled arm,Velvet,Pink,36,3,Yes,Rectangle,Wooden Street,198.1,88.9,71.1,4.8,57
"Osbert 3 Seater Curved Sofa
(Velvet, Indigo Blue)",44989,Modern,Velvet,Blue,36,3,Yes,Curved,Wooden Street,238.8,83.8,76.2,4.8,275
"Osbert 3 Seater Curved Sofa
(Velvet, Graphite Grey)",44989,Modern,Velvet,Grey,36,3,Yes,Curved,Wooden Street,238.8,83.8,76.2,4.8,275
"Osbert 3 Seater Curved Sofa
(Velvet, Dark Olive Green)",44989,Modern,Velvet,Green,36,3,Yes,Curved,Wooden Street,238.8,83.8,76.2,4.8,275
"Riosche L Shape Right Aligned Sofa With Lounger
(Leatherette, Brown Upholstery)",44604,Modern,Leatherette,Brown,12,0,0,0,Vittoria,78.7,172.7,81.3,0,0
"Lorenz 3 Seater Sofa
(Cotton, Jade Ivory)",43989,Contemporary,Cotton,Cream,36,3,Yes,0,Wooden Street,208.3,83.8,76.2,5,150
"Berlin 3 Seater Sofa
(Cotton, Rose Vineyard)",43989,Modern,Cotton,White,36,3,Yes,Rectangular,Wooden Street,182.9,72.4,76.2,4.8,724
"Berlin 3 Seater Sofa
(Cotton, Dusky Leaf)",43989,Chesterfield,Cotton,Blue,36,3,Yes,Rectangular,Wooden Street,182.9,72.4,76.2,4.8,724
"Margret 3 Seater Sofa
(Velvet, Chestnut Brown)",43989,Traditional,Velvet,Brown,36,3,Yes,0,Wooden Street,182.9,76.2,95.3,4.9,103
"Margret 3 Seater Sofa
(Velvet, Indigo Blue)",43989,Traditional,Velvet,Blue,36,3,Yes,0,Wooden Street,182.9,76.2,95.3,4.9,103
"Tampa 3 Seater Leatherette Sofa
(Buff Grey Upholstery)",43878,Chesterfield,Leatherette,Grey,36,3,0,0,Furnitech,208.3,104.1,68.6,0,0
"Adley 3 Seater Sofa
(Velvet, Mulberry Pink)",42999,Contemporary,Velvet,Pink,36,3,Yes,Rectangle,Wooden Street,208.3,76.2,76.2,5,15
"Adley 3 Seater Sofa
(Velvet, Chestnut Brown)",42999,Contemporary,Velvet,Brown,36,3,Yes,Rectangle,Wooden Street,208.3,76.2,76.2,5,15
"Adley 3 Seater Sofa
(Velvet, Graphite Grey)",42999,Contemporary,Velvet,Grey,36,3,Yes,Rectangle,Wooden Street,208.3,76.2,76.2,5,15
"Adley 3 Seater Sofa
(Velvet, Indigo Blue)",42999,Contemporary,Velvet,Blue,36,3,Yes,Rectangle,Wooden Street,208.3,76.2,76.2,5,15
"Adley 3 Seater Sofa
(Velvet, Dark Olive Green)",42999,Contemporary,Velvet,Green,36,3,Yes,Rectangle,Wooden Street,208.3,76.2,76.2,5,15
"Cameron L - Shape Multifunctional Corner Sofa
(Velvet, Graphite Grey)",42989,Modern,Velvet,Grey,36,0,Yes,L - Shape,Wooden Street,213.4,78.7,78.7,4.8,24
"Cameron L - Shape Multifunctional Corner Sofa
(Velvet, Indigo Blue)",42989,Modern,Velvet,Blue,36,0,Yes,L - Shape,Wooden Street,213.4,78.7,78.7,4.8,24
"Albert 3 Seater Sofa
(Velvet, Chestnut Brown)",42989,Contemporary,Velvet,Brown,36,3,0,Rectangle,Wooden Street,208.2,96.5,83.8,5,10
"Albert 3 Seater Sofa
(Velvet, Graphite Grey)",42989,Contemporary,Velvet,Grey,36,3,0,Rectangle,Wooden Street,208.2,96.5,83.8,5,10
"Albert 3 Seater Sofa
(Velvet, Indigo Blue)",42989,Contemporary,Velvet,Blue,36,3,0,Rectangle,Wooden Street,208.2,96.5,83.8,5,10
"Albert 3 Seater Sofa
(Velvet, Dark Olive Green)",42989,Contemporary,Velvet,Green,36,3,0,Rectangle,Wooden Street,208.2,96.5,83.8,5,10
"Cameron L - Shape Multifunctional Corner Sofa
(Velvet, Chestnut Brown)",42989,Chesterfield,Velvet,Brown,36,0,Yes,L - Shape,Wooden Street,213.4,78.7,78.7,4.8,24
"Lorenz 3 Seater Sofa
(Velvet, Dark Olive Green)",42989,Contemporary,Velvet,Green,36,3,Yes,0,Wooden Street,208.3,83.8,76.2,5,150
"Stairway 3 Seater Fabric Sofa
(Cotton, Silica Smoke)",42898,Modern,Cotton,Grey,36,3,0,0,Wooden Street,208.3,68.6,73.7,5,10
"Margret 2 Seater Sofa
(Cotton, Cream Robins)",40999,Traditional,Cotton,Cream,36,2,0,0,Wooden Street,182.9,76.2,95.3,4.6,41
"Margret 2 Seater Sofa
(Cotton, Grey Robins)",40999,Traditional,Cotton,Grey,36,2,0,0,Wooden Street,182.9,76.2,95.3,4.6,41
"Margret 2 Seater Sofa
(Cotton, Beige Pomme)",40999,Traditional,Cotton,Beige,36,2,0,0,Wooden Street,182.9,76.2,95.3,4.6,41
"Margret 2 Seater Sofa
(Cotton, Teal Pomme)",40999,Traditional,Cotton,Blue,36,2,0,0,Wooden Street,182.9,76.2,95.3,4.6,41
"Dalton Fabric 3 Seater Sofa
(Teal)",40279,Modern,Polyester spandex,Green,0,3,0,0,Arra,200.7,78.7,94.0,0,0
"Aldean 3 Seater Fabric Sofa
(Indigo Blue)",39999,Rolled arm,Velvet,Blue,36,3,Yes,Rectangular,Wooden Street,193.0,81.3,83.8,4.9,39
"Aldean 3 Seater Fabric Sofa
(Chestnut Brown)",39999,Rolled arm,Velvet,Brown,36,3,Yes,Rectangular,Wooden Street,193.0,81.3,83.8,4.9,39
"Brandon L - Shape Multifunctional Corner Sofa
(Velvet, Chestnut Brown)",39989,Modern,Velvet,Brown,36,0,Yes,L - Shape,Wooden Street,210.8,81.3,78.7,4.8,38
"Brandon L - Shape Multifunctional Corner Sofa
(Velvet, Indigo Blue)",39989,Modern,Velvet,Blue,36,0,Yes,L - Shape,Wooden Street,210.8,81.3,78.7,4.8,38
"Oxford 3 Seater Fabric Sofa
(Cotton, Persian Plum)",39989,Modern,Cotton,Red,36,3,0,0,Wooden Street,198.1,76.2,78.7,4.6,78
"Oxford 3 Seater Fabric Sofa
(Cotton, Cream Forest)",39989,Modern,Cotton,Cream,36,3,0,0,Wooden Street,198.1,76.2,78.7,4.6,78
"Oxford 3 Seater Fabric Sofa
(Cotton, Arctic Diamonds)",39989,Modern,Cotton,Blue,36,3,0,0,Wooden Street,198.1,76.2,78.7,4.6,78
"Oxford 3 Seater Fabric Sofa
(Cotton, Magnolia Beige)",39989,Modern,Cotton,Cream,36,3,0,0,Wooden Street,198.1,76.2,78.7,4.6,78
"Berlin 3 Seater Sofa
(Velvet, Indigo Blue)",39989,Chesterfield,Velvet,Blue,36,3,Yes,Rectangular,Wooden Street,182.9,72.4,76.2,4.8,724
"Oxford 3 Seater Fabric Sofa
(Cotton, Iris Blue)",39989,Modern,Cotton,Blue,36,3,0,0,Wooden Street,198.1,76.2,78.7,4.6,78
"Oxford 3 Seater Fabric Sofa
(Cotton, Sand Beige)",39989,Modern,Cotton,Cream,36,3,0,0,Wooden Street,198.1,76.2,78.7,4.6,78
"Oxford 3 Seater Fabric Sofa
(Velvet, Olive Green)",39989,Modern,Velvet,Green,36,3,0,0,Wooden Street,198.1,76.2,78.7,4.6,78
